COREF,start_token,end_token,prop,cat,text,COREF_head,chapter
90,3918,3918,PROP,PER,Elizabeth,Elizabeth,1
92,3920,3920,PRON,PER,her,Anne,1
100,3949,3950,PROP,PER,Lady Russell,Lady Russell,1
92,3957,3957,PROP,PER,Anne,Anne,1
100,3971,3972,PROP,PER,Lady Russell,Lady Russell,1
8,4003,4003,PROP,GPE,Journeys,Journeys,1
6,4005,4005,PROP,GPE,London,London,1
2215,4007,4007,NOM,PER,servants,-1,1
2216,4028,4030,NOM,PER,a private gentleman,-1,1
2216,4034,4034,PRON,PER,he,-1,1
1,4038,4039,PROP,FAC,Kellynch Hall,Kellynch Hall,1
1,4046,4046,PRON,FAC,it,Kellynch Hall,1
1,4055,4056,PROP,FAC,Kellynch Hall,Kellynch Hall,1
101,4066,4067,PROP,PER,Mr Shepherd,Mr Shepherd,1
88,4077,4078,PROP,PER,Sir Walter,Sir Walter,1
2216,4114,4114,PRON,PER,he,-1,1
101,4120,4120,PRON,PER,he,Mr Shepherd,1
2216,4126,4126,PRON,PER,his,-1,1
2216,4140,4140,PRON,PER,him,-1,1
88,4142,4143,PROP,PER,Sir Walter,Sir Walter,1
88,4147,4147,PRON,PER,his,Sir Walter,1
2212,4152,4153,NOM,FAC,a house,-1,1
88,4171,4172,PROP,PER,Sir Walter,Sir Walter,1
88,4176,4176,PRON,PER,himself,Sir Walter,1
88,4194,4194,PRON,PER,he,Sir Walter,1
88,4199,4199,PRON,PER,his,Sir Walter,1
2218,4199,4200,NOM,FAC,his household,-1,1
88,4203,4204,PROP,PER,Sir Walter,Sir Walter,1
1,4207,4208,PROP,FAC,Kellynch Hall,Kellynch Hall,1
88,4227,4227,PRON,PER,he,Sir Walter,1
6,4250,4250,PROP,GPE,London,London,1
9,4252,4252,PROP,GPE,Bath,Bath,1
366,4255,4259,NOM,FAC,another house in the country,-1,1
288,4258,4259,NOM,LOC,the country,-1,1
92,4262,4262,PROP,PER,Anne,Anne,1
368,4271,4287,NOM,FAC,"A small house in their own neighbourhood , where they might still have Lady Russell 's society",-1,1
369,4275,4275,PRON,PER,their,-1,1
370,4275,4277,NOM,FAC,their own neighbourhood,-1,1
369,4280,4280,PRON,PER,they,-1,1
100,4284,4285,PROP,PER,Lady Russell,Lady Russell,1
371,4284,4287,NOM,FAC,Lady Russell 's society,-1,1
93,4292,4292,PROP,PER,Mary,Mary,1
372,4302,4307,NOM,FAC,the lawns and groves of Kellynch,-1,1
5,4307,4307,PROP,PER,Kellynch,Kellynch,1
92,4313,4313,PRON,PER,her,Anne,1
92,4321,4321,PROP,PER,Anne,Anne,1
92,4323,4323,PRON,PER,her,Anne,1
92,4331,4331,PRON,PER,her,Anne,1
92,4336,4336,PRON,PER,She,Anne,1
9,4338,4338,PROP,GPE,Bath,Bath,1
92,4347,4347,PRON,PER,her,Anne,1
373,4350,4350,NOM,FAC,Bath,-1,1
92,4354,4354,PRON,PER,her,Anne,1
374,4354,4355,NOM,FAC,her home,-1,1
88,4357,4358,PROP,PER,Sir Walter,Sir Walter,1
6,4365,4365,PROP,GPE,London,London,1
101,4368,4369,PROP,PER,Mr Shepherd,Mr Shepherd,1
101,4372,4372,PRON,PER,he,Mr Shepherd,1
6,4378,4378,PROP,GPE,London,London,1
101,4387,4387,PRON,PER,him,Mr Shepherd,1
9,4393,4393,PROP,GPE,Bath,Bath,1
375,4403,4404,NOM,PER,a gentleman,-1,1
375,4406,4406,PRON,PER,his,-1,1
375,4409,4409,PRON,PER,he,-1,1
9,4423,4423,PROP,GPE,Bath,Bath,1
6,4425,4425,PROP,GPE,London,London,1
376,4432,4432,PRON,PER,their,-1,1
9,4435,4435,PRON,FAC,its,Bath,1
5,4440,4440,PROP,GPE,Kellynch,Kellynch,1
100,4447,4448,PROP,PER,Lady Russell,Lady Russell,1
377,4465,4474,NOM,PER,"Lady Russell , whose first views on the projected change",-1,1
9,4478,4478,PROP,GPE,Bath,Bath,1
88,4480,4481,PROP,PER,Sir Walter,Sir Walter,1
90,4483,4483,PROP,PER,Elizabeth,Elizabeth,1
376,4489,4489,PRON,PER,they,-1,1
378,4498,4498,NOM,GPE,there,-1,1
100,4500,4501,PROP,PER,Lady Russell,Lady Russell,1
100,4506,4506,PRON,PER,her,Lady Russell,1
92,4508,4508,PROP,PER,Anne,Anne,1
88,4520,4521,PROP,PER,Sir Walter,Sir Walter,1
379,4525,4531,NOM,FAC,a small house in his own neighbourhood,-1,1
88,4529,4529,PRON,PER,his,Sir Walter,1
380,4529,4531,NOM,FAC,his own neighbourhood,-1,1
92,4533,4533,PROP,PER,Anne,Anne,1
92,4534,4534,PRON,PER,herself,Anne,1
92,4544,4544,PRON,PER,she,Anne,1
88,4549,4550,PROP,PER,Sir Walter,Sir Walter,1
92,4563,4563,PROP,PER,Anne,Anne,1
9,4567,4567,PROP,GPE,Bath,Bath,1
92,4569,4569,PRON,PER,she,Anne,1
92,4585,4585,PRON,PER,her,Anne,1
381,4591,4591,NOM,FAC,school,-1,1
378,4592,4592,NOM,GPE,there,-1,1
92,4595,4595,PRON,PER,her,Anne,1
264,4595,4596,NOM,PER,her mother,-1,1
92,4604,4604,PRON,PER,her,Anne,1
92,4617,4617,PRON,PER,she,Anne,1
378,4621,4621,NOM,FAC,there,-1,1
92,4623,4623,PRON,PER,herself,Anne,1
100,4625,4626,PROP,PER,Lady Russell,Lady Russell,1
9,4630,4630,PROP,GPE,Bath,Bath,1
385,4642,4642,PRON,PER,them,-1,1
100,4648,4648,PRON,PER,her,Lady Russell,1
386,4648,4650,NOM,PER,her young friend,-1,1
100,4661,4661,PRON,PER,her,Lady Russell,1
10,4663,4664,PROP,FAC,Kellynch Lodge,Kellynch Lodge,1
92,4689,4689,PROP,PER,Anne,Anne,1
286,4695,4695,NOM,FAC,home,-1,1
92,4701,4701,PRON,PER,Her,Anne,1
388,4712,4712,PRON,PER,them,-1,1
100,4714,4714,PRON,PER,She,Lady Russell,1
92,4716,4716,PRON,PER,her,Anne,1
389,4725,4731,NOM,FAC,any other house in the same neighbourhood,-1,1
390,4729,4731,NOM,FAC,the same neighbourhood,-1,1
88,4733,4734,PROP,PER,Sir Walter,Sir Walter,1
88,4761,4761,PRON,PER,He,Sir Walter,1
88,4767,4767,PRON,PER,his,Sir Walter,1
391,4767,4768,NOM,FAC,his home,-1,1
392,4778,4778,NOM,PER,others,-1,1
88,4789,4790,PROP,PER,Sir Walter,Sir Walter,1
1,4797,4798,PROP,FAC,Kellynch Hall,Kellynch Hall,1
385,4818,4818,PRON,PER,their,-1,1
88,4822,4823,PROP,PER,Sir Walter,Sir Walter,1
88,4836,4836,PRON,PER,his,Sir Walter,1
393,4836,4837,NOM,FAC,his house,-1,1
101,4839,4840,PROP,PER,Mr Shepherd,Mr Shepherd,1
88,4857,4858,PROP,PER,Sir Walter,Sir Walter,1
88,4877,4877,PRON,PER,his,Sir Walter,1
88,4891,4891,PRON,PER,his,Sir Walter,1
394,4896,4899,NOM,PER,some most unexceptionable applicant,-1,1
88,4902,4902,PRON,PER,his,Sir Walter,1
88,4913,4913,PRON,PER,he,Sir Walter,1
395,4928,4928,PRON,PER,we,-1,1
100,4931,4932,PROP,PER,Lady Russell,Lady Russell,1
88,4945,4946,PROP,PER,Sir Walter,Sir Walter,1
88,4948,4948,PRON,PER,his,Sir Walter,1
222,4948,4949,NOM,PER,his family,-1,1
288,4954,4955,NOM,LOC,the country,-1,1
90,4957,4957,PROP,PER,Elizabeth,Elizabeth,1
100,4966,4966,PRON,PER,she,Lady Russell,1
101,4978,4979,PROP,PER,Mr Shepherd,Mr Shepherd,1
90,4991,4991,PRON,PER,her,Elizabeth,1
275,4991,4992,NOM,PER,her father,-1,1
399,4991,4994,NOM,FAC,her father 's house,-1,1
400,5001,5002,NOM,PER,two children,-1,1
90,5004,5004,PRON,PER,She,Elizabeth,1
401,5006,5024,NOM,PER,"a clever young woman , who understood the art of pleasing -- the art of pleasing , at least",-1,1
1,5027,5028,PROP,FAC,Kellynch Hall,Kellynch Hall,1
90,5034,5034,PRON,PER,herself,Elizabeth,1
92,5038,5039,PROP,PER,Miss Elliot,Anne,1
378,5047,5047,NOM,FAC,there,-1,1
403,5057,5075,NOM,PER,"Lady Russell , who thought it a friendship quite out of place , could hint of caution and reserve",-1,1
100,5077,5078,PROP,PER,Lady Russell,Lady Russell,1
90,5087,5087,PROP,PER,Elizabeth,Elizabeth,1
90,5093,5093,PRON,PER,her,Elizabeth,1
100,5097,5097,PRON,PER,she,Lady Russell,1
90,5100,5100,PRON,PER,her,Elizabeth,1
90,5104,5104,PROP,PER,Elizabeth,Elizabeth,1
100,5108,5108,PRON,PER,She,Lady Russell,1
100,5113,5113,PRON,PER,her,Lady Russell,1
100,5133,5133,PRON,PER,she,Lady Russell,1
100,5142,5142,PRON,PER,She,Lady Russell,1
92,5152,5152,PROP,PER,Anne,Anne,1
6,5158,5158,PROP,GPE,London,London,1
100,5176,5176,PRON,PER,her,Lady Russell,1
90,5188,5188,PROP,PER,Elizabeth,Elizabeth,1
90,5192,5192,PRON,PER,her,Elizabeth,1
90,5204,5204,PROP,PER,Elizabeth,Elizabeth,1
90,5207,5207,PRON,PER,her,Elizabeth,1
90,5214,5214,PRON,PER,she,Elizabeth,1
100,5222,5223,PROP,PER,Lady Russell,Lady Russell,1
103,5229,5230,PROP,PER,Mrs Clay,Mrs Clay,1
404,5239,5240,NOM,PER,a sister,-1,1
90,5244,5244,PRON,PER,her,Elizabeth,1
90,5257,5257,PRON,PER,her,Elizabeth,1
405,5259,5263,NOM,PER,the object of distant civility,-1,1
103,5268,5269,PROP,PER,Mrs Clay,Mrs Clay,1
100,5273,5274,PROP,PER,Lady Russell,Lady Russell,1
100,5284,5284,PRON,PER,her,Lady Russell,1
100,5286,5286,PRON,PER,she,Lady Russell,1
406,5288,5291,NOM,PER,a very dangerous companion,-1,1
103,5299,5300,PROP,PER,Mrs Clay,Mrs Clay,1
92,5312,5313,PROP,PER,Miss Elliot,Anne,1
101,5330,5330,PRON,PER,I,Mr Shepherd,1
88,5337,5338,PROP,PER,Sir Walter,Sir Walter,1
101,5342,5343,PROP,PER,Mr Shepherd,Mr Shepherd,1
1,5347,5348,PROP,FAC,Kellynch Hall,Kellynch Hall,1
101,5351,5351,PRON,PER,he,Mr Shepherd,1
2219,5365,5365,PRON,PER,our,-1,1
2219,5374,5374,PRON,PER,our,-1,1
2220,5374,5377,NOM,PER,our rich naval officers,-1,1
2220,5380,5380,PRON,PER,They,-1,1
2221,5385,5386,NOM,FAC,a home,-1,1
88,5395,5396,PROP,PER,Sir Walter,Sir Walter,1
2222,5403,5403,NOM,PER,tenants,-1,1
2223,5405,5407,NOM,PER,very responsible tenants,-1,1
2224,5421,5423,NOM,PER,a rich admiral,-1,1
2219,5428,5428,PRON,PER,our,-1,1
104,5431,5432,PROP,PER,Sir Walter--,Sir Walter--,1
2224,5435,5435,PRON,PER,He,-1,1
2225,5438,5441,NOM,PER,a very lucky man,-1,1
101,5443,5443,PROP,PER,Shepherd,Mr Shepherd,1
88,5447,5448,PROP,PER,Sir Walter,Sir Walter,1
88,5454,5454,PRON,PER,I,Sir Walter,1
1,5463,5464,PROP,FAC,Kellynch Hall,Kellynch Hall,1
2224,5467,5467,PRON,PER,him,-1,1
2224,5477,5477,PRON,PER,him,-1,1
101,5487,5487,PROP,PER,Shepherd,Mr Shepherd,1
101,5490,5491,PROP,PER,Mr Shepherd,Mr Shepherd,1
101,5495,5495,PRON,PER,he,Mr Shepherd,1
101,5497,5497,PRON,PER,he,Mr Shepherd,1
101,5508,5508,PRON,PER,I,Mr Shepherd,1
88,5513,5514,PROP,PER,Sir Walter,Sir Walter,1
2226,5524,5527,NOM,PER,gentlemen of the navy,-1,1
101,5534,5534,PRON,PER,I,Mr Shepherd,1
2226,5541,5541,PRON,PER,their,-1,1
101,5548,5548,PRON,PER,I,Mr Shepherd,1
2226,5554,5554,PRON,PER,they,-1,1
2227,5566,5567,NOM,PER,desirable tenants,-1,1
253,5573,5573,NOM,PER,one,-1,1
88,5580,5581,PROP,PER,Sir Walter,Sir Walter,1
101,5584,5584,PRON,PER,I,Mr Shepherd,1
88,5602,5602,PRON,PER,your,Sir Walter,1
2229,5615,5615,PRON,PER,we,-1,1
2230,5628,5632,NOM,LOC,one part of the world,-1,1
238,5631,5632,NOM,LOC,the world,-1,1
101,5647,5647,PRON,PER,I,Mr Shepherd,1
105,5649,5650,PROP,PER,John Shepherd,John Shepherd,1
101,5659,5659,PRON,PER,I,Mr Shepherd,1
2232,5663,5663,NOM,PER,nobody,-1,1
2232,5668,5668,PRON,PER,their,-1,1
101,5672,5672,PRON,PER,me,Mr Shepherd,1
88,5675,5677,PROP,PER,Sir Walter Elliot,Sir Walter,1
88,5681,5681,PRON,PER,him,Sir Walter,1
101,5696,5696,PRON,PER,I,Mr Shepherd,1
101,5706,5706,PRON,PER,me,Mr Shepherd,1
2229,5711,5711,PRON,PER,our,-1,1
101,5730,5730,PRON,PER,I,Mr Shepherd,1
101,5742,5742,PRON,PER,I,Mr Shepherd,1
2229,5747,5747,PRON,PER,our,-1,1
2233,5747,5750,NOM,PER,our wealthy naval commanders,-1,1
101,5767,5767,PRON,PER,me,Mr Shepherd,1
88,5775,5775,PRON,PER,you,Sir Walter,1
88,5782,5783,PROP,PER,Sir Walter,Sir Walter,1
407,5794,5795,NOM,FAC,the room,-1,1
88,5797,5797,PRON,PER,he,Sir Walter,1
2234,5805,5809,NOM,PER,the gentlemen of the navy,-1,1
2235,5808,5809,NOM,ORG,the navy,-1,1
88,5811,5811,PRON,PER,I,Sir Walter,1
2234,5821,5821,PRON,PER,themselves,-1,1
2236,5823,5827,NOM,FAC,a house of this description,-1,-1
2234,5831,5831,PRON,PER,They,-1,2
2234,5835,5835,PRON,PER,them,-1,2
2234,5842,5842,PRON,PER,their,-1,2
103,5848,5849,PROP,PER,Mrs Clay,Mrs Clay,2
103,5852,5853,PROP,PER,Mrs Clay,Mrs Clay,2
103,5857,5857,PRON,PER,her,Mrs Clay,2
275,5857,5858,NOM,PER,her father,-1,2
103,5861,5861,PRON,PER,her,Mrs Clay,2
103,5871,5872,PROP,PER,Mrs Clay,Mrs Clay,2
5,5879,5879,PROP,GPE,Kellynch,Kellynch,2
88,5883,5883,PRON,PER,I,Sir Walter,2
88,5887,5887,PRON,PER,my,Sir Walter,2
2237,5887,5888,NOM,PER,my father,-1,2
2238,5891,5892,NOM,PER,a sailor,-1,2
2239,5895,5898,NOM,PER,a very desirable tenant,-1,2
88,5900,5900,PRON,PER,I,Sir Walter,2
2234,5912,5912,PRON,PER,their,-1,2
2234,5915,5915,PRON,PER,they,-1,2
2234,5923,5923,PRON,PER,their,-1,2
2240,5930,5930,PRON,PER,yours,-1,2
88,5932,5933,PROP,PER,Sir Walter,Sir Walter,2
2240,5936,5936,PRON,PER,you,-1,2
311,5951,5952,NOM,FAC,the house,-1,2
2242,5961,5962,NOM,FAC,The gardens,-1,2
2240,5978,5978,PRON,PER,You,-1,2
92,5984,5985,PROP,PER,Miss Elliot,Anne,2
2240,5988,5988,PRON,PER,your,-1,2
2243,5988,5992,NOM,FAC,your own sweet flower gardens,-1,2
88,6005,6006,PROP,PER,Sir Walter,Sir Walter,2
88,6011,6011,PRON,PER,I,Sir Walter,2
88,6016,6016,PRON,PER,my,Sir Walter,2
2244,6016,6017,NOM,FAC,my house,-1,2
88,6019,6019,PRON,PER,I,Sir Walter,2
88,6026,6026,PRON,PER,my,Sir Walter,2
88,6038,6038,PRON,PER,I,Sir Walter,2
2245,6045,6046,NOM,PER,a tenant,-1,2
2246,6048,6049,NOM,FAC,The park,-1,2
2245,6054,6054,PRON,PER,him,-1,2
2247,6059,6061,NOM,PER,few navy officers,-1,2
2248,6064,6068,NOM,PER,men of any other description,-1,2
88,6080,6080,PRON,PER,I,Sir Walter,2
2249,6087,6090,NOM,FAC,the pleasure - grounds,-1,2
88,6096,6096,PRON,PER,I,Sir Walter,2
88,6104,6104,PRON,PER,my,Sir Walter,2
88,6111,6111,PRON,PER,I,Sir Walter,2
92,6114,6115,PROP,PER,Miss Elliot,Anne,2
92,6119,6119,PRON,PER,her,Anne,2
92,6124,6124,PRON,PER,her,Anne,2
2250,6124,6126,NOM,FAC,her flower garden,-1,2
88,6128,6128,PRON,PER,I,Sir Walter,2
2251,6135,6139,NOM,PER,a tenant of Kellynch Hall,-1,2
1,6138,6139,PROP,FAC,Kellynch Hall,Kellynch Hall,2
88,6144,6144,PRON,PER,I,Sir Walter,2
2252,6146,6146,PRON,PER,you,-1,2
2251,6149,6149,PRON,PER,he,-1,2
2253,6150,6150,NOM,PER,sailor,-1,2
2254,6152,6152,NOM,PER,soldier,-1,2
101,6160,6161,PROP,PER,Mr Shepherd,Mr Shepherd,2
2255,6182,6182,NOM,PER,landlord,-1,2
2256,6184,6184,NOM,PER,tenant,-1,2
2252,6186,6186,PRON,PER,Your,-1,2
88,6189,6190,PROP,PER,Sir Walter,Sir Walter,2
101,6200,6200,PRON,PER,me,Mr Shepherd,2
2257,6205,6206,NOM,PER,no tenant,-1,2
2251,6210,6210,PRON,PER,his,-1,2
101,6214,6214,PRON,PER,I,Mr Shepherd,2
88,6220,6222,PROP,PER,Sir Walter Elliot,Sir Walter,2
88,6230,6230,PRON,PER,his,Sir Walter,2
105,6234,6235,PROP,PER,John Shepherd,John Shepherd,2
88,6239,6239,PRON,PER,him,Sir Walter,2
92,6243,6243,PROP,PER,Anne,Anne,2
2235,6246,6247,NOM,PER,The navy,-1,2
92,6249,6249,PRON,PER,I,Anne,2
2259,6258,6258,PRON,PER,us,-1,2
2260,6267,6271,NOM,PER,any other set of men,-1,2
2261,6282,6283,NOM,FAC,any home,-1,2
2262,6287,6287,NOM,PER,Sailors,-1,2
2262,6292,6292,PRON,PER,their,-1,2
2259,6295,6295,PRON,PER,we,-1,2
92,6309,6310,PROP,PER,Miss Anne,Anne,2
101,6319,6320,PROP,PER,Mr Shepherd,Mr Shepherd,2
101,6332,6332,PRON,PER,his,Mr Shepherd,2
330,6332,6333,NOM,PER,his daughter,-1,2
88,6337,6338,PROP,PER,Sir Walter,Sir Walter,2
92,6353,6353,PRON,PER,I,Anne,2
2263,6359,6362,NOM,PER,any friend of mine,-1,2
92,6393,6393,PRON,PER,me,Anne,2
92,6395,6395,PRON,PER,I,Anne,2
2264,6413,6416,NOM,PER,persons of obscure birth,-1,2
2265,6423,6423,NOM,PER,men,-1,2
2265,6427,6427,PRON,PER,their,-1,2
2266,6427,6428,NOM,PER,their fathers,-1,2
2267,6430,6430,NOM,PER,grandfathers,-1,2
2268,6442,6443,NOM,PER,a man,-1,2
2238,6451,6452,NOM,PER,a sailor,-1,2
2270,6457,6459,NOM,PER,any other man,-1,2
92,6461,6461,PRON,PER,I,Anne,2
92,6466,6466,PRON,PER,my,Anne,2
2268,6469,6470,NOM,PER,A man,-1,2
2272,6485,6512,NOM,PER,"one whose father , his father might have disdained to speak to , and of becoming prematurely an object of disgust himself , than in any other line",-1,2
2268,6489,6489,PRON,PER,his,-1,2
2273,6489,6490,NOM,PER,his father,-1,2
2268,6506,6506,PRON,PER,himself,-1,2
307,6520,6520,NOM,GPE,town,-1,2
92,6522,6522,PRON,PER,I,Anne,2
2275,6527,6528,NOM,PER,two men,-1,2
92,6534,6534,PRON,PER,I,Anne,2
106,6539,6541,PROP,PER,Lord St Ives,Lord St Ives,2
2276,6545,6545,PRON,PER,we,-1,2
2277,6551,6558,NOM,PER,"a country curate , without bread to eat",-1,2
92,6560,6560,PRON,PER,I,Anne,2
106,6566,6568,PROP,PER,Lord St Ives,Lord St Ives,2
2278,6571,6584,NOM,PER,"a certain Admiral Baldwin , the most deplorable - looking personage you can imagine",-1,2
107,6573,6574,PROP,PER,Admiral Baldwin,Admiral Baldwin,2
2279,6582,6582,PRON,PER,you,-1,2
107,6586,6586,PRON,PER,his,Admiral Baldwin,2
2280,6628,6628,NOM,LOC,heaven,-1,2
2281,6632,6634,NOM,PER,that old fellow,-1,2
92,6638,6638,PRON,PER,I,Anne,2
2282,6640,6647,NOM,PER,a friend of mine who was standing near,-1,2
92,6643,6643,PRON,PER,mine,Anne,2
108,6650,6652,PROP,PER,Sir Basil Morley,Sir Basil,2
2283,6656,6657,NOM,PER,Old fellow,-1,2
108,6661,6662,PROP,PER,Sir Basil,Sir Basil,2
107,6667,6668,PROP,PER,Admiral Baldwin,Admiral Baldwin,2
108,6672,6672,PRON,PER,you,Sir Basil,2
107,6674,6674,PRON,PER,his,Admiral Baldwin,2
92,6685,6685,PRON,PER,I,Anne,2
108,6700,6701,PROP,PER,Sir Basil,Sir Basil,2
2279,6713,6713,PRON,PER,yourselves,-1,2
92,6714,6714,PRON,PER,my,Anne,2
92,6717,6717,PRON,PER,I,Anne,2
107,6722,6723,PROP,PER,Admiral Baldwin,Admiral Baldwin,2
92,6725,6725,PRON,PER,I,Anne,2
2284,6735,6739,NOM,PER,a sea - faring life,-1,2
92,6748,6748,PRON,PER,I,Anne,2
2279,6755,6755,PRON,PER,them,-1,2
2279,6758,6758,PRON,PER,they,-1,2
2279,6775,6775,PRON,PER,they,-1,2
2279,6787,6787,PRON,PER,they,-1,2
2279,6798,6798,PRON,PER,they,-1,2
107,6800,6801,PROP,PER,Admiral Baldwin,Admiral Baldwin,2
88,6809,6810,PROP,PER,Sir Walter,Sir Walter,2
103,6814,6815,PROP,PER,Mrs Clay,Mrs Clay,2
2285,6829,6831,NOM,PER,the poor men,-1,2
2286,6833,6833,PRON,PER,We,-1,2
2287,6842,6843,NOM,LOC,The sea,-1,2
2262,6850,6850,NOM,PER,sailors,-1,2
103,6856,6856,PRON,PER,I,Mrs Clay,2
2262,6861,6861,PRON,PER,they,-1,2
2289,6886,6890,NOM,PER,"Soldiers , in active service",-1,2
2268,6926,6927,NOM,PER,a man,-1,2
2291,6937,6938,NOM,PER,The lawyer,-1,2
2292,6946,6947,NOM,PER,the physician,-1,2
2293,6962,6963,NOM,PER,the clergyman--,-1,2
103,6965,6965,PRON,PER,she,Mrs Clay,2
2294,6978,6979,NOM,PER,the clergyman,-1,2
2295,6981,6981,PRON,PER,you,-1,2
2296,6988,6989,NOM,FAC,infected rooms,-1,2
2294,6993,6993,PRON,PER,his,-1,2
92,7010,7010,PRON,PER,I,Anne,2
288,7051,7052,NOM,LOC,the country,-1,2
2285,7055,7055,PRON,PER,their,-1,2
2285,7060,7060,PRON,PER,their,-1,2
2285,7067,7067,PRON,PER,their,-1,2
2298,7067,7069,NOM,FAC,their own property,-1,2
2285,7082,7082,PRON,PER,their,-1,2
92,7085,7085,PRON,PER,I,Anne,2
92,7102,7102,PRON,PER,I,Anne,2
2299,7104,7108,NOM,PER,no other set of men,-1,2
2285,7114,7114,PRON,PER,their,-1,2
2285,7117,7117,PRON,PER,they,-1,2
101,7129,7130,PROP,PER,Mr Shepherd,Mr Shepherd,2
88,7137,7138,PROP,PER,Sir Walter,Sir Walter,2
410,7143,7147,NOM,PER,a naval officer as tenant,-1,2
311,7161,7162,NOM,FAC,the house,-1,2
109,7165,7167,PROP,PER,an Admiral Croft,Admiral Croft,2
101,7171,7171,PRON,PER,he,Mr Shepherd,2
11,7183,7183,PROP,GPE,Taunton,Taunton,2
101,7188,7188,PRON,PER,he,Mr Shepherd,2
412,7194,7195,NOM,PER,the Admiral,-1,2
413,7197,7199,NOM,PER,a London correspondent,-1,2
101,7205,7205,PRON,PER,he,Mr Shepherd,2
5,7209,7209,PROP,PER,Kellynch,Kellynch,2
109,7213,7214,PROP,PER,Admiral Croft,Admiral Croft,2
414,7216,7219,NOM,PER,a native of Somersetshire,-1,2
2,7219,7219,PROP,GPE,Somersetshire,Somersetshire,2
109,7234,7234,PRON,PER,his,Admiral Croft,2
415,7234,7236,NOM,LOC,his own country,-1,2
416,7235,7236,NOM,GPE,own country,-1,2
11,7243,7243,PROP,GPE,Taunton,Taunton,2
417,7253,7255,NOM,FAC,that immediate neighbourhood,-1,2
109,7264,7264,PRON,PER,him,Admiral Croft,2
101,7272,7272,PRON,PER,he,Mr Shepherd,2
101,7276,7277,PROP,PER,Mr Shepherd,Mr Shepherd,2
88,7280,7281,PROP,PER,Sir Walter,Sir Walter,2
5,7295,7296,PROP,PER,Kellynch Hall,Kellynch,2
101,7303,7303,PRON,PER,his,Mr Shepherd,2
101,7305,7306,PROP,PER,Mr Shepherd,Mr Shepherd,2
418,7311,7312,NOM,PER,the owner,-1,2
101,7314,7314,PRON,PER,he,Mr Shepherd,2
101,7317,7317,PRON,PER,himself,Mr Shepherd,2
418,7319,7319,PRON,PER,him,-1,2
419,7348,7355,NOM,PER,a man who knew it only by description,-1,2
101,7361,7362,PROP,PER,Mr Shepherd,Mr Shepherd,2
101,7365,7365,PRON,PER,his,Mr Shepherd,2
101,7369,7369,PRON,PER,himself,Mr Shepherd,2
101,7374,7374,PRON,PER,his,Mr Shepherd,2
420,7376,7381,NOM,PER,"a most responsible , eligible tenant",-1,2
109,7387,7388,PROP,PER,Admiral Croft,Admiral Croft,2
88,7392,7393,PROP,PER,Sir Walter,Sir Walter,2
101,7399,7400,PROP,PER,Mr Shepherd,Mr Shepherd,2
101,7403,7403,PRON,PER,his,Mr Shepherd,2
375,7406,7407,NOM,PER,a gentleman,-1,2
422,7406,7409,NOM,PER,a gentleman 's family,-1,2
423,7413,7414,NOM,FAC,a place,-1,2
92,7417,7417,PROP,PER,Anne,Anne,2
109,7428,7428,PRON,PER,He,Admiral Croft,2
2300,7430,7435,NOM,PER,a rear admiral of the white,-1,2
109,7437,7437,PRON,PER,He,Admiral Croft,2
12,7448,7450,PROP,LOC,the East Indies,the East Indies,2
109,7453,7453,PRON,PER,he,Admiral Croft,2
378,7456,7456,NOM,GPE,there,-1,2
92,7458,7458,PRON,PER,I,Anne,2
88,7467,7467,PRON,PER,I,Sir Walter,2
88,7475,7476,PROP,PER,Sir Walter,Sir Walter,2
109,7480,7480,PRON,PER,his,Admiral Croft,2
88,7492,7492,PRON,PER,my,Sir Walter,2
101,7496,7497,PROP,PER,Mr Shepherd,Mr Shepherd,2
88,7501,7501,PRON,PER,him,Sir Walter,2
109,7504,7505,PROP,PER,Admiral Croft,Admiral Croft,2
424,7507,7516,NOM,PER,"a very hale , hearty , well - looking man",-1,2
2210,7534,7535,NOM,PER,the gentleman,-1,2
109,7538,7538,PRON,PER,his,Admiral Croft,2
426,7555,7557,NOM,FAC,a comfortable home,-1,2
426,7563,7563,PRON,FAC,it,-1,2
109,7570,7570,PRON,PER,he,Admiral Croft,2
109,7574,7574,PRON,PER,his,Admiral Croft,2
427,7580,7587,NOM,FAC,a ready - furnished house of that consequence,-1,2
88,7597,7598,PROP,PER,Sir Walter,Sir Walter,2
428,7606,7607,NOM,FAC,the manor,-1,2
109,7627,7627,PRON,PER,he,Admiral Croft,2
2210,7639,7640,NOM,PER,the gentleman,-1,2
101,7642,7643,PROP,PER,Mr Shepherd,Mr Shepherd,2
412,7656,7657,NOM,PER,the Admiral,-1,2
431,7656,7659,NOM,PER,the Admiral 's family,-1,2
109,7663,7663,PRON,PER,him,Admiral Croft,2
2245,7667,7668,NOM,PER,a tenant,-1,2
109,7670,7670,PRON,PER,He,Admiral Croft,2
433,7672,7674,NOM,PER,a married man,-1,2
434,7678,7678,NOM,PER,children,-1,2
2212,7688,7689,NOM,FAC,A house,-1,2
101,7697,7698,PROP,PER,Mr Shepherd,Mr Shepherd,2
436,7702,7703,NOM,PER,a lady,-1,2
101,7705,7705,PRON,PER,he,Mr Shepherd,2
437,7724,7725,NOM,PER,no lady,-1,2
438,7731,7732,NOM,PER,many children,-1,2
436,7734,7735,NOM,PER,A lady,-1,2
440,7738,7739,NOM,PER,a family,-1,2
